,score,phase,subject,round,block1,block2,block3,dim1,dim2,dim3,dim4,X,dim1_choice_value,dim1_category,Y,dim2_choice_value,dim2_category,Z,dim3_choice_value,dim3_category,T,dim4_choice_value,dim4_category
2625,89.0,P2,nov0701,14,"[2111, 3321, 3213]","[1123, 1231, 1312]","[2333, 3132, 2222]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(2, 3, 3, 1, 1, 1, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,36.296,47.037,122,305.185,15.926,223,223.33300000000003,34.074,111
2626,89.0,P2,nov0701,15,"[3221, 1213, 2311]","[1131, 2123, 3112]","[1322, 2232, 3333]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 1, 1, 1, 2, 3, 3)",46.666,57.407,122,36.296,47.037,122,223.33300000000003,34.074,111,315.555,26.296,223
2627,86.0,P2,nov0701,16,"[3311, 1113, 2121]","[1322, 3223, 1231]","[2333, 3132, 2212]","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",144.815,55.556,222,36.296,47.037,122,25.185000000000002,35.926,122,34.444,45.185,122
2628,92.0,P2,nov0701,17,"[2311, 3221, 3113]","[1323, 1212, 1131]","[2122, 3332, 2233]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(2, 3, 3, 1, 1, 1, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,36.296,47.037,122,305.185,15.926,223,223.33300000000003,34.074,111
2629,79.0,P2,nov0701,18,"[2211, 1321, 1113]","[3223, 3312, 2333]","[2122, 1232, 3131]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 2, 3, 3, 1, 2, 2)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)",46.666,57.407,122,132.963,43.704,222,43.333,54.074,122,20.0,30.741,122
2630,74.0,P2,nov0701,19,"[1211, 3113, 2121]","[3222, 1323, 2233]","[1132, 3331, 2312]","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 1, 3, 2, 3, 3, 1, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 2, 2, 3, 1, 3, 3)",144.815,55.556,222,132.963,43.704,222,223.33300000000003,34.074,111,144.815,55.556,222
2631,78.0,P2,nov0701,20,"[2211, 3313, 2123]","[1321, 1112, 3131]","[2332, 1233, 3222]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 3, 3, 1, 1, 2, 2, 2, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)",46.666,57.407,122,116.29599999999999,27.037,222,12.222000000000001,22.963,122,25.185000000000002,35.926,122
2632,89.0,P2,nov0701,21,"[1211, 2313, 2121]","[3223, 3112, 3331]","[2232, 1322, 1133]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 2, 3, 3, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,36.296,47.037,122,328.889,39.63,223,223.33300000000003,34.074,111
2633,91.0,P2,nov0701,22,"[1111, 3313, 3221]","[2123, 2212, 2331]","[3132, 1233, 1322]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 3, 3, 2, 2, 2, 1, 1, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,36.296,47.037,122,312.592,23.333,223,223.33300000000003,34.074,111
2634,90.0,P2,nov0701,23,"[3111, 1321, 2313]","[3223, 2231, 1212]","[3332, 1133, 2122]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 2, 2, 2, 1, 1, 3)",46.666,57.407,122,36.296,47.037,122,223.33300000000003,34.074,111,312.592,23.333,223
2635,91.0,P2,nov0701,24,"[1111, 3221, 2213]","[1323, 2331, 3312]","[2122, 1232, 3133]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 3, 3, 3, 1, 1, 2)",46.666,57.407,122,36.296,47.037,122,223.33300000000003,34.074,111,328.889,39.63,223
2636,94.0,P2,nov0701,25,"[3111, 1321, 2312]","[1213, 2123, 2231]","[1132, 3333, 3222]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",46.666,57.407,122,145.185,55.926,222,24.814999999999998,35.556,122,14.443999999999999,25.185,122
2637,76.0,P2,nov0701,26,"[3311, 2213, 1323]","[2121, 1112, 1231]","[2332, 3222, 3133]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 3, 3, 1, 1, 2, 2, 2, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",46.666,57.407,122,116.29599999999999,27.037,222,26.665999999999997,37.407,122,3.333,14.074,122
2638,89.0,P2,nov0701,27,"[3111, 2221, 1213]","[1331, 2312, 3323]","[2133, 1122, 3232]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 3, 3, 3, 1, 1, 2)",46.666,57.407,122,36.296,47.037,122,223.33300000000003,34.074,111,328.889,39.63,223
2639,92.0,P2,nov0701,28,"[2111, 3321, 1313]","[2223, 1231, 3212]","[1122, 2332, 3133]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 2, 2, 2, 1, 1, 3)",46.666,57.407,122,36.296,47.037,122,223.33300000000003,34.074,111,312.592,23.333,223
2640,93.0,P2,nov0701,29,"[3111, 2313, 2221]","[1331, 1212, 3322]","[3233, 1123, 2132]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 2, 2, 3, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)",46.666,57.407,122,137.778,48.519,222,12.222000000000001,22.963,122,20.0,30.741,122
2641,77.0,P2,nov0701,30,"[3211, 1313, 2331]","[2223, 1121, 3322]","[3133, 1232, 2112]","(1, 1, 3, 2, 2, 2, 1, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 2, 3, 1, 1, 2)",335.92600000000004,46.667,223,36.296,47.037,122,223.33300000000003,34.074,111,0.0,10.741,122
2642,89.0,P2,nov0701,31,"[1211, 3321, 2313]","[1123, 2131, 3112]","[2222, 3233, 1332]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 1, 2, 2, 3)",46.666,57.407,122,36.296,47.037,122,223.33300000000003,34.074,111,305.185,15.926,223
2643,84.0,P2,nov0701,32,"[3211, 2331, 2113]","[3323, 1121, 1312]","[1233, 2222, 3132]","(1, 1, 3, 1, 2, 2, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)",137.778,48.519,222,36.296,47.037,122,12.222000000000001,22.963,122,21.852000000000004,32.593,122
2644,89.0,P2,nov0701,33,"[1211, 3321, 3113]","[2223, 2131, 2312]","[1122, 1333, 3232]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 3, 3, 2, 2, 2, 1, 1, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,36.296,47.037,122,312.592,23.333,223,223.33300000000003,34.074,111
2645,79.0,P2,nov0701,34,"[1311, 3323, 2113]","[2221, 3212, 3131]","[1122, 1233, 2332]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 3, 3, 1, 1, 2, 2, 2, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",46.666,57.407,122,116.29599999999999,27.037,222,20.0,30.741,122,14.443999999999999,25.185,122
2646,74.0,P2,nov0701,35,"[2311, 3113, 1121]","[2223, 1333, 3231]","[1212, 3322, 2132]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 3, 1, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",43.333,54.074,122,334.815,45.556,223,223.33300000000003,34.074,111,34.444,45.185,122
2647,91.0,P2,nov0701,36,"[1311, 3213, 2221]","[1123, 2112, 3131]","[1232, 3322, 2333]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 1, 1, 1, 2, 3, 3)",46.666,57.407,122,36.296,47.037,122,223.33300000000003,34.074,111,315.555,26.296,223
2648,90.0,P2,nov0701,37,"[2311, 3213, 1221]","[2123, 3131, 1112]","[3322, 1333, 2232]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 1, 1, 1, 2, 3, 3)",46.666,57.407,122,36.296,47.037,122,223.33300000000003,34.074,111,315.555,26.296,223
2649,78.0,P2,nov0701,38,"[1311, 3113, 1223]","[3231, 2121, 2212]","[2333, 3322, 1132]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 3, 3, 1, 1, 2, 2, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",46.666,57.407,122,116.29599999999999,27.037,222,34.444,45.185,122,24.814999999999998,35.556,122
2650,91.0,P2,nov0701,39,"[1111, 3321, 3213]","[2123, 2231, 2312]","[1333, 1222, 3132]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 3, 3, 2, 2, 2, 1, 1, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,36.296,47.037,122,312.592,23.333,223,223.33300000000003,34.074,111
2651,89.0,P2,nov0701,40,"[1311, 2121, 2213]","[3323, 3112, 3231]","[1133, 2332, 1222]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 2, 3, 3, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,36.296,47.037,122,328.889,39.63,223,223.33300000000003,34.074,111
2652,91.0,P2,nov0701,41,"[1111, 3321, 2313]","[1223, 3212, 2231]","[2122, 3133, 1332]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 2, 2, 2, 1, 1, 3)",46.666,57.407,122,36.296,47.037,122,223.33300000000003,34.074,111,312.592,23.333,223
2653,77.0,P2,nov0701,42,"[3111, 2213, 3323]","[1221, 2331, 1312]","[3232, 1133, 2122]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 3, 3, 1, 1, 2, 2, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)",46.666,57.407,122,116.29599999999999,27.037,222,3.333,14.074,122,20.0,30.741,122
2654,89.0,P2,nov0701,43,"[3211, 2121, 2313]","[1223, 1112, 1331]","[3133, 2232, 3322]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(2, 2, 3, 1, 1, 1, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,36.296,47.037,122,315.555,26.296,223,223.33300000000003,34.074,111
2655,86.0,P2,nov0701,44,"[3111, 1221, 2212]","[2123, 1313, 3233]","[2331, 1132, 3322]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 3, 3, 3, 1, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 2, 1, 2, 3, 1, 3, 3)",46.666,57.407,122,341.85200000000003,52.593,223,223.33300000000003,34.074,111,33.703,44.444,122
2656,85.0,P2,nov0701,45,"[3211, 1113, 2121]","[1222, 2233, 2312]","[3323, 3132, 1331]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 1, 2, 2, 2, 3, 1, 3, 3)",46.666,57.407,122,34.444,45.185,122,24.814999999999998,35.556,122,144.815,55.556,222
2657,67.0,P2,nov0701,46,"[2211, 3321, 2123]","[1313, 1131, 3233]","[1222, 2332, 3112]","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 1, 3, 1, 3, 3, 2, 2, 2)","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",32.222,42.963,122,334.815,45.556,223,12.222000000000001,22.963,122,223.33300000000003,34.074,111
2658,79.0,P2,nov0701,47,"[1221, 2311, 3323]","[1113, 3131, 2122]","[3212, 2233, 1332]","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 1, 2, 2, 3)",33.703,44.444,122,36.296,47.037,122,223.33300000000003,34.074,111,305.185,15.926,223
2659,88.0,P2,nov0701,48,"[2211, 3321, 3113]","[1223, 1131, 1312]","[3232, 2122, 2333]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(2, 3, 3, 1, 1, 1, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",46.666,57.407,122,36.296,47.037,122,305.185,15.926,223,223.33300000000003,34.074,111
2660,90.0,P2,nov0701,49,"[1211, 2321, 3313]","[1123, 2112, 3222]","[3131, 1332, 2233]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 2, 1, 2, 3)",348.148,58.889,223,34.444,45.185,122,223.33300000000003,34.074,111,3.333,14.074,122
2661,86.0,P2,nov0701,50,"[2211, 3113, 1121]","[3331, 1233, 1312]","[2132, 3222, 2323]","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(1, 1, 3, 1, 2, 3, 2, 2, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)",145.185,55.926,222,36.296,47.037,122,25.185000000000002,35.926,122,43.333,54.074,122
2662,49.0,P1,nov0702,1,"[212, 332, 122]","[313, 111, 223]","[321, 133, 231]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 1, 3, 3, 1, 1, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",,223.33300000000003,34.074,111,319.259,30.0,223,26.665999999999997,37.407,122,,,
2663,62.0,P1,nov0702,2,"[122, 212, 113]","[311, 323, 221]","[131, 233, 332]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)",,43.333,54.074,122,12.222000000000001,22.963,122,348.148,58.889,223,,,
2664,57.0,P1,nov0702,3,"[322, 223, 121]","[133, 232, 331]","[211, 112, 313]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)",,223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333,,,
2665,65.0,P1,nov0702,4,"[322, 221, 123]","[232, 311, 131]","[213, 333, 112]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(2, 2, 2, 1, 3, 3, 1, 1, 3)",,223.33300000000003,34.074,111,26.665999999999997,37.407,122,319.259,30.0,223,,,
2666,76.0,P1,nov0702,5,"[121, 222, 211]","[312, 323, 132]","[331, 233, 113]","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 2, 2, 1, 2, 3, 1, 3, 3)",,32.222,42.963,122,144.815,55.556,222,33.703,44.444,122,,,
2667,34.0,P1,nov0702,6,"[222, 321, 333]","[111, 312, 213]","[132, 123, 231]","(2, 3, 3, 1, 2, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 1, 1, 1, 2, 3, 3)",,0.0,10.741,122,223.33300000000003,34.074,111,315.555,26.296,223,,,
2668,25.0,P1,nov0702,7,"[312, 323, 331]","[221, 122, 213]","[232, 111, 133]","(3, 3, 3, 1, 2, 2, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",,291.111,1.852,223,223.33300000000003,34.074,111,24.814999999999998,35.556,122,,,
2669,53.0,P1,nov0702,8,"[122, 321, 333]","[223, 211, 131]","[113, 232, 312]","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(2, 2, 3, 1, 2, 3, 1, 1, 3)",,14.443999999999999,25.185,122,25.185000000000002,35.926,122,10.370000000000001,21.111,122,,,
2670,76.0,P1,nov0702,9,"[311, 231, 121]","[133, 323, 213]","[332, 222, 112]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111,,,
2671,56.0,P1,nov0702,10,"[112, 321, 332]","[222, 131, 313]","[211, 233, 123]","(1, 3, 3, 1, 2, 3, 1, 2, 2)","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,12.963000000000001,23.704,122,33.703,44.444,122,223.33300000000003,34.074,111,,,
2672,56.0,P1,nov0702,11,"[322, 121, 311]","[231, 333, 223]","[132, 113, 212]","(1, 3, 3, 2, 2, 3, 1, 1, 2)","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(1, 2, 2, 2, 3, 3, 1, 1, 3)",,111.111,21.852,222,145.185,55.926,222,130.37,41.111,222,,,
2673,54.0,P1,nov0702,12,"[322, 221, 123]","[331, 132, 233]","[212, 313, 111]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)",,223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333,,,
2674,58.0,P1,nov0702,13,"[321, 122, 133]","[223, 231, 313]","[332, 212, 111]","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(2, 2, 3, 1, 2, 3, 1, 1, 3)",,34.444,45.185,122,21.852000000000004,32.593,122,10.370000000000001,21.111,122,,,
2675,89.0,P1,nov0702,14,"[113, 131, 122]","[233, 221, 212]","[323, 311, 332]","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
2676,66.0,P1,nov0702,15,"[211, 223, 232]","[133, 121, 112]","[313, 331, 322]","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,425.92600000000004,36.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
2677,75.0,P1,nov0702,16,"[112, 131, 123]","[333, 322, 311]","[232, 221, 213]","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,454.815,65.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
2678,80.0,P1,nov0702,17,"[121, 132, 113]","[211, 312, 323]","[233, 331, 222]","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",,356.29600000000005,67.037,223,223.33300000000003,34.074,111,26.665999999999997,37.407,122,,,
2679,76.0,P1,nov0702,18,"[123, 111, 132]","[222, 213, 333]","[312, 321, 231]","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,357.778,68.519,223,20.0,30.741,122,223.33300000000003,34.074,111,,,
2680,36.0,P1,nov0702,19,"[323, 312, 331]","[133, 111, 122]","[213, 221, 232]","(3, 3, 3, 1, 1, 1, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,394.815,5.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,,,
2681,92.0,P1,nov0702,20,"[122, 131, 211]","[113, 232, 223]","[333, 321, 312]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,348.148,58.889,223,43.333,54.074,122,223.33300000000003,34.074,111,,,
2682,80.0,P1,nov0702,21,"[112, 133, 231]","[121, 213, 222]","[311, 323, 332]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",,348.148,58.889,223,223.33300000000003,34.074,111,14.443999999999999,25.185,122,,,
2683,82.0,P1,nov0702,22,"[123, 112, 211]","[222, 233, 131]","[332, 321, 313]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)",,348.148,58.889,223,223.33300000000003,34.074,111,43.333,54.074,122,,,
2684,71.0,P1,nov0702,23,"[121, 113, 223]","[231, 212, 311]","[333, 132, 322]","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 3, 3, 1, 1, 2, 2, 2, 3)","(1, 2, 2, 1, 1, 3, 2, 3, 3)",,144.815,55.556,222,116.29599999999999,27.037,222,135.555,46.296,222,,,
2685,83.0,P1,nov0702,24,"[111, 132, 212]","[123, 331, 322]","[233, 221, 313]","(1, 1, 2, 1, 3, 3, 2, 2, 3)","(1, 2, 2, 1, 2, 3, 1, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",,145.185,55.926,222,33.703,44.444,122,34.444,45.185,122,,,
2686,74.0,P1,nov0702,25,"[111, 133, 332]","[212, 231, 321]","[313, 223, 122]","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 3, 3, 1, 2, 3, 1, 2, 2)",,34.444,45.185,122,26.665999999999997,37.407,122,12.963000000000001,23.704,122,,,
2687,56.0,P1,nov0702,26,"[131, 113, 323]","[221, 233, 212]","[332, 122, 311]","(1, 1, 3, 2, 2, 2, 1, 3, 3)","(1, 3, 3, 1, 2, 3, 1, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,335.92600000000004,46.667,223,12.963000000000001,23.704,122,223.33300000000003,34.074,111,,,
2688,82.0,P1,nov0702,27,"[112, 133, 211]","[223, 232, 121]","[313, 331, 322]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",,348.148,58.889,223,223.33300000000003,34.074,111,34.444,45.185,122,,,
2689,74.0,P1,nov0702,28,"[131, 213, 221]","[112, 123, 333]","[232, 311, 322]","(1, 2, 2, 1, 1, 3, 2, 3, 3)","(1, 1, 3, 2, 3, 3, 1, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,135.555,46.296,222,132.963,43.704,222,223.33300000000003,34.074,111,,,
2690,76.0,P1,nov0702,29,"[132, 113, 222]","[121, 211, 233]","[323, 331, 312]","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,348.148,58.889,223,12.222000000000001,22.963,122,223.33300000000003,34.074,111,,,
2691,70.0,P1,nov0702,30,"[132, 111, 213]","[231, 222, 333]","[312, 123, 321]","(1, 1, 2, 2, 2, 3, 1, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 3, 2, 3, 3, 1, 2, 2)",,144.815,55.556,222,223.33300000000003,34.074,111,132.963,43.704,222,,,
2692,88.0,P2,nov0702,1,"[2213, 3312, 1111]","[3123, 1222, 2321]","[2132, 3231, 1333]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
2693,83.0,P2,nov0702,2,"[1311, 2112, 1222]","[3213, 3121, 2323]","[2231, 1133, 3332]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)",223.33300000000003,34.074,111,348.148,58.889,223,43.333,54.074,122,32.222,42.963,122
2694,67.0,P2,nov0702,3,"[2213, 1221, 3232]","[1112, 3123, 2131]","[1333, 2322, 3311]","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",425.92600000000004,36.667,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
